"(acres)
3,933
4,030
2,331
6,370
6,108
4,622
30,595
29,588
24,336
40,898
39,726
31,289","(pounds)
1,841
1,943
2,129
1,569
1,948
1,791
2,072
2,533
2,147
1,971
2,383
2,093","(1,000 pounds)
7,239.8
7,829.1
4,962.6
9,997.6
11,896.7
8,277.6
63,392.7
74,952.1
52,252.4
80,630.1
94,677.9
65,492.6",(dollars)
4.00
3.75
3.30
3.75
3.63
3.78
4.08
3.54
3.08
4.03
3.57
3.19
